"Facies","Depth","GR","Rt","DeltaPhi","AvgPhi","PE","MnM"
1,2908,60.44,0.371,3,13.57,2.9,1
1,2908.5,71.83,0.384,5.6,13.74,2.8,1
1,2909,78.1,0.389,7.1,14.31,2.8,1
1,2909.5,82.34,0.386,7.7,14.44,2.7,1
1,2910,85.94,0.384,7.7,14.25,2.7,1
1,2910.5,71.56,0.38,8.2,14.51,2.7,1
1,2911,69.26,0.373,7.2,15.655,2.7,1
1,2911.5,65.79,0.365,6,16.385,2.8,1
1,2912,58.76,0.354,3.5,16.94,2.7,1
1,2912.5,60.11,0.342,1.3,17.025,2.6,1
1,2913,62,0.344,0.3,17.325,2.6,1
1,2913.5,61.56,0.354,0.6,17.815,2.8,1
1,2914,58.39,0.362,1.3,18.575,2.7,1
1,2914.5,62.03,0.362,-0.8,18.52,2.6,1
1,2915,58.92,0.348,-1.6,17.575,2.6,1
1,2915.5,62.43,0.324,-0.2,16.275,2.6,1
1,2916,63.32,0.292,4,16.375,2.7,1
1,2916.5,64.42,0.262,5.9,17.115,2.8,1
2,2917,63.11,0.243,5.9,18.435,2.8,1
2,2917.5,63.11,0.243,5.9,18.435,2.8,1
2,2918,68.73,0.236,4.7,18.565,2.8,1
2,2918.5,68.82,0.243,3.7,18.135,3,1
2,2919,63.27,0.258,3.9,16.665,3.1,1
2,2919.5,63.95,0.279,5,15.155,3.3,1
2,2920,73.72,0.301,7,13.77,3.2,1
2,2920.5,70.47,0.324,8.1,14.83,2.4,1
3,2921,78.62,0.354,0.5,24.675,2.1,1
3,2921.5,81.91,0.398,-9.6,35.2,1.9,1
3,2922,77.68,0.459,-6.8,44.645,1.9,1
3,2922.5,74.51,0.538,-7.4,51.805,2,1
3,2923,66.9,0.605,-13,46.795,2,1
6,2924,26.06,0.725,-12.9,16.17,4.4,1
6,2924.5,20.73,0.796,3.7,4.785,4.1,2
6,2925,18.4,0.876,7.6,4.555,3.7,2
6,2925.5,20.07,0.941,9.7,6.745,3.3,2
6,2926,20.85,0.903,7.7,9.415,3.4,2
6,2926.5,24.51,0.809,4.3,11.98,2.5,2
3,2927,37.82,0.722,-0.1,19.085,2.2,1
3,2930,79.36,0.47,-6,35.77,2.4,1
3,2930.5,78.41,0.468,-6.4,33.73,2.6,1
3,2931,70,0.453,-8.4,31.445,2.6,1
3,2931.5,67.67,0.43,-9.9,31.45,2.7,1
3,2932,67.38,0.391,-7.6,30.565,2.6,1
3,2932.5,70.08,0.34,-2.9,33.215,2.5,1
3,2933,72.4,0.29,-0.2,39.915,2.3,1
3,2933.5,70.73,0.241,-4,41.445,2.3,1
3,2934,65.14,0.193,-1.9,37.005,2.6,1
7,2934.5,52.05,0.152,5.9,29.525,2.9,2
7,2935,30.56,0.121,12.2,27.265,3,2
7,2935.5,25.47,0.097,10.8,27.915,3,2
7,2936,25.34,0.093,6.4,27.115,3,2
7,2936.5,31.3,0.111,3.8,26.515,3,2
7,2937,45.23,0.146,3.6,24.38,3,2
7,2937.5,53.09,0.196,4.7,22.525,3,2
7,2938,53.66,0.255,2.1,19.515,3.1,2
7,2938.5,48.3,0.318,-1.1,16.71,3.4,2
8,2939,47.58,0.386,-1.3,14.275,4,2
8,2939.5,44.54,0.456,0.5,12.48,4.2,2
8,2940,45.57,0.531,1.6,11.42,4.3,2
8,2940.5,49.17,0.607,1,10.82,4.3,2
8,2941,58.97,0.68,0.6,10.535,4.4,2
8,2941.5,78.86,0.744,0.7,10.32,4.6,2
8,2942,100.24,0.797,1.4,10.38,4.7,2
8,2942.5,97.94,0.842,0.8,10.56,4.8,2
8,2943,94.67,0.881,-0.5,10.57,4.7,2
8,2943.5,78.63,0.914,-1,10.18,4.7,2
8,2944,97.99,0.932,-1.9,9.31,4.7,2
8,2944.5,130.86,0.921,-2.5,8.1,4.9,2
8,2945,167.9,0.883,-0.8,6.22,4.5,2
8,2945.5,191.7,0.822,4.2,5.195,3.8,2
3,2946,149.65,0.711,-5.9,24.32,2.3,1
3,2948,75.83,0.571,-9.4,34.61,2.8,1
3,2948.5,66.28,0.56,2.5,28.99,2.7,1
3,2949,69.44,0.567,-0.2,27.455,2.6,1
3,2949.5,69.67,0.584,-1.6,24.68,2.6,1
3,2950,72.32,0.609,-2.1,21.265,2.9,1
3,2950.5,72.26,0.634,5.3,16.795,3.2,1
3,2951,66.6,0.652,8.9,13.99,3.3,1
3,2951.5,66.67,0.659,10.7,14.42,3.2,1
3,2952,67.49,0.661,9.3,15.755,3.2,1
3,2952.5,69.17,0.657,6.3,17.91,3,1
3,2953,67.63,0.649,6.3,17.22,3.2,1
3,2953.5,74.65,0.639,7.1,16.125,3.1,1
3,2954,69.34,0.626,6.4,16.405,3.1,1
3,2954.5,67.71,0.616,3.6,17.57,2.9,1
3,2955,69.85,0.61,2.9,18.53,3,1
3,2955.5,72.99,0.606,6.6,17.785,3,1
3,2956,72.73,0.605,3.5,21.265,2.8,1
3,2956.5,71.24,0.606,-3,23.97,2.8,1
3,2957,65.18,0.607,-1.1,24.32,3.3,1
3,2957.5,76.51,0.61,3.1,23.925,3.3,1
3,2958,72.51,0.615,0.3,27.215,3.1,1
3,2958.5,73.66,0.622,-8,30.125,2.7,1
3,2959,72.96,0.627,-12.3,29.985,2.5,1
3,2959.5,66.05,0.628,-9.4,26.215,2.8,1
3,2960,75.61,0.624,-1.1,21.255,3.1,1
3,2960.5,68.69,0.621,6.8,16.645,3.3,1
3,2961,67.49,0.621,5.2,17.925,3,1
3,2961.5,71.32,0.62,2,18.325,2.9,1
3,2962,69.16,0.616,3.5,16.405,3.1,1
3,2962.5,72.18,0.611,5.7,15.525,3.3,1
3,2963,67.16,0.606,4.4,16.48,3.2,1
3,2963.5,72.36,0.606,1.5,18.61,3.2,1
3,2964,76.08,0.614,0.8,19.615,3.1,1
3,2964.5,75.85,0.626,1.8,21.045,2.9,1
3,2965,72.11,0.633,-3.6,22.505,2.7,1
3,2965.5,73.8,0.635,-9,22.545,2.9,1
3,2966,71.57,0.636,-5.1,17.625,3.3,1
3,2966.5,71.38,0.629,1,14.06,3.6,1
3,2967,72.44,0.622,6.2,14.855,3.1,1
3,2967.5,74.87,0.622,5.8,19.845,2.8,1
3,2968,76.01,0.621,-2.7,23.955,2.4,1
3,2968.5,76.11,0.618,-9,25.4,3,1
3,2969,76.47,0.624,-3.5,24.095,3.3,1
3,2969.5,70.18,0.628,-5.4,24.15,3.2,1
3,2970,71.13,0.623,-10.2,24.425,2.9,1
3,2970.5,74.62,0.612,-13.2,21.35,2.9,1
3,2971,75.04,0.597,-3.6,17.66,2.9,1
3,2971.5,71.03,0.576,7.1,16.71,2.5,1
3,2972,79.47,0.575,-9.8,35.285,2.1,1
3,2972.5,76.72,0.603,-9.9,51.3,1.8,1
3,2973,75.01,0.654,-18.3,55.915,1.8,1
6,2974.5,19.52,0.7,1,9.78,4.6,2
8,2975,28.87,0.721,8.8,9.73,4,2
8,2975.5,29.43,0.781,9.1,11.93,3.6,2
8,2976,29.4,0.825,7.9,12.695,3.5,2
8,2976.5,31.05,0.837,6.4,11.9,3.6,2
8,2977,35.29,0.818,6.4,10.875,3.7,2
5,2977.5,32.75,0.778,3.5,9.39,3.8,2
5,2978,35.61,0.738,3,8.16,3.9,2
5,2978.5,36.27,0.705,5,7.4,3.6,2
5,2979,36.51,0.67,7.7,8.56,3.2,2
5,2979.5,35.86,0.633,8.6,10.67,2.9,2
7,2980,33.77,0.599,8.1,12.535,2.9,2
7,2980.5,28.53,0.567,7.7,13.935,2.9,2
7,2981,29.12,0.539,6,14.68,2.9,2
7,2981.5,29.54,0.519,4.2,14.81,2.8,2
7,2982,29.95,0.516,2.4,13.68,2.8,2
7,2982.5,29.36,0.529,1.7,12.36,3,2
7,2983,34.62,0.558,1.9,10.51,3.3,2
7,2983.5,32.74,0.605,2,9.08,3.3,2
6,2984,38.04,0.666,1.7,8.405,3.2,2
6,2984.5,39.18,0.728,1.5,8.235,3.2,2
6,2985,39.55,0.792,1.9,8.035,3.3,2
6,2985.5,37.83,0.846,2.3,7.68,3.4,2
6,2986,35.09,0.884,2.8,7.775,3.4,2
6,2986.5,38.17,0.905,3.8,7.92,3.6,2
6,2987,37.4,0.913,3.9,8.16,3.3,2
6,2987.5,36.2,0.913,2.6,8.54,3.4,2
6,2988,38.73,0.91,2.4,8.6,3.4,2
6,2988.5,36.86,0.908,1.9,8.9,3.5,2
6,2989,38.24,0.905,2,8.845,3.4,2
6,2989.5,36.1,0.901,1.6,8.5,3.4,2
6,2990,38.5,0.897,2.6,8.25,3.3,2
6,2990.5,35.87,0.89,3,8.42,3.4,2
6,2991,37.2,0.884,3.6,8.495,3.3,2
6,2991.5,39.89,0.88,3.1,8.695,3.6,2
6,2992,40.73,0.876,2.9,8.505,3.7,2
6,2992.5,41.81,0.873,2,8.845,3.7,2
6,2993,44.47,0.872,1.9,8.74,3.5,2
6,2993.5,43.87,0.87,1.9,8.715,3.4,2
6,2994,47.4,0.872,2.4,8.375,3.5,2
6,2994.5,48.75,0.875,2.6,8.47,3.6,2
6,2995,53.77,0.877,3.1,8.2,3.6,2
6,2995.5,65.61,0.88,3.2,8.555,3.7,2
5,2996,79.98,0.884,3,8.435,3.8,2
5,2996.5,115.6,0.885,3.6,8.76,3.9,2
5,2997,201.75,0.887,3.9,8.645,4.1,2
5,2997.5,242.75,0.889,4.9,8.42,4.1,2
5,2998,238.02,0.893,5.1,8.515,4.3,2
5,2998.5,215.23,0.899,5.7,8.31,4.2,2
5,2999,168.12,0.907,5.6,8.545,4.2,2
5,2999.5,124.8,0.919,5.2,8.855,3.9,2
5,3000,102.74,0.932,4.6,8.915,4,2
5,3000.5,102.74,0.932,4.6,8.915,4,2
5,3001,81.37,0.941,4.3,8.86,4.1,2
5,3001.5,70.46,0.943,4.2,8.675,4.2,2
5,3002,67.29,0.943,4.9,9.365,4.1,2
5,3002.5,67.61,0.939,5.6,9.555,4.1,2
4,3003,68.63,0.941,5.8,9.585,4.1,2
4,3003.5,68.45,0.957,6.9,9.95,4.3,2
4,3004,73.25,0.996,8.4,10.39,4.4,2
4,3004.5,73.21,1.039,7.7,9.95,4.5,2
8,3005,76.24,1.084,4,7.9,4.6,2
8,3005.5,52.57,1.118,-0.4,5.215,4.8,2
8,3006,32.84,1.12,-2.2,3.455,5.1,2
8,3006.5,25.16,1.112,-1.6,2.89,4.8,2
8,3007,25.16,1.112,-1.6,2.89,4.8,2
4,3007.5,26.22,1.092,-0.4,3.4,4.5,2
4,3008,65.36,1.026,1.6,4.715,4.5,2
